"","ttext","date","isretweet","retweetcount","favoritecount","score","delivery","location","duplicate"
"165","SwiggyCares swiggy_in if any customer raise a concern  and during chat they mentioned 24 to 48 hours for resoluti ","2019-06-02 05:46:56","FALSE","0","0","-1","swiggy","banglore",FALSE
"166","pbhsn swiggy_in airtelindia bigbasket_com IndiaConsumers ZomatoIN missed.","2019-06-02 04:40:00","FALSE","0","0","-1","swiggy","banglore",FALSE
"167","RT Biryani_Freak: Yesterday, swiggy_in delivered this from  leongrillBLR at night. They gave me 30 bucks off on my next order, but does","2019-06-02 04:14:02","TRUE","2","0","0","swiggy","banglore",TRUE
"168","UberEats you should stop offering this service, since I don't think you have any idea how to operate it. Learn from swiggy_in","2019-06-02 04:08:30","FALSE","0","0","0","swiggy","banglore",FALSE
"169","googlemaps whenever I try to pick my apartment from Uber swiggy_in or any other app - the address seems to have ","2019-06-02 03:02:05","FALSE","0","0","0","swiggy","banglore",FALSE
"170","RT srikkanthdTOI: Chennai City Police book 616 cases of traffic violations against food delivery agents of Swiggy, Zomato, Uber Eats.  Pol","2019-06-02 02:49:24","TRUE","6","0","0","swiggy","banglore",FALSE
"171","7 Blue Elephants for swiggy_in Kyoorius ! Woohoo! Amazing feat. Congrats guys ShikhaGupta__ webchutney ","2019-06-02 01:20:05","FALSE","0","5","2","swiggy","banglore",FALSE
"172","RT sekardr_durai: TNNeedsHindi
Talented people of TN loose opportunity at National level because they dont learn Hindi. Including underst","2019-06-02 01:07:12","TRUE","1","0","-1","swiggy","banglore",FALSE
"173","SwiggyCares Hi...Thank you so much....my husband dont know their names...but it happened in chennai medavakkam pal ","2019-06-02 01:01:06","FALSE","0","1","0","swiggy","banglore",FALSE
"174","TNNeedsHindi
Talented people of TN loose opportunity at National level because they dont learn Hindi. Including un ","2019-06-02 00:48:42","FALSE","1","1","-1","swiggy","banglore",FALSE
"175","SwiggyCares swiggy_in hey guys, I ordered  food in CafeCoffeeDay and i just received one, others were missing. C ","2019-06-01 21:30:10","FALSE","0","0","0","swiggy","banglore",FALSE
"176","swiggy_in I gave the executive 1000rs and I asked him to get me the change but he never returned with the change, ","2019-06-01 21:10:21","FALSE","0","0","-1","swiggy","banglore",FALSE
"177","Sad to see swiggy_in has no response on the above. Atleast UberEats is better, they inform about the same well i ","2019-06-01 20:56:34","FALSE","0","1","0","swiggy","banglore",FALSE
"178","swiggy_in Took a while to get my query sorted, but the agent Suresh Kumar understood it very well and provided me ","2019-06-01 20:41:23","FALSE","0","0","1","swiggy","banglore",FALSE
"179","SwiggyCares I got a call from Swiggy escalations team and the issue had been taken care by Anusha. 
Thank you","2019-06-01 18:11:41","FALSE","0","0","0","swiggy","banglore",FALSE
"180","SwiggyCares swiggy_in askGST_GoI GST_Council 
Share me the HSN code for GST on packing charges and complete inv ","2019-06-01 17:50:04","FALSE","0","0","0","swiggy","banglore",FALSE
"181","SwiggyCares swiggy_in GST_Council askGST_GoI 
Hi,
Dont be a dumb. Read the complete thread. How GST is charged ","2019-06-01 17:48:49","FALSE","0","0","-1","swiggy","banglore",FALSE
"182","SwiggyCares No I did not. And now I dont care. Just check with your delivery executives to whom they have deliver ","2019-06-01 17:45:32","FALSE","0","0","-1","swiggy","banglore",FALSE
"183","SwiggyCares swiggy_in GST_Council askGST_GoI 
Hi Swiggy,
Have not you done anything yet? Still GST on packing c ","2019-06-01 17:44:04","FALSE","0","0","0","swiggy","banglore",FALSE
"184","swiggy_in SwiggyCares Order42476337168. Placed this order at 8:30pm today... and I am still waiting for the orde ","2019-06-01 17:39:10","FALSE","0","0","0","swiggy","banglore",FALSE
"185","My husband's car broke down late at night in the middle of the road...that time without even asking for help...two ","2019-06-01 17:27:15","FALSE","1","9","-1","swiggy","banglore",FALSE
"186","swiggy_in Number of swiggydeliveryguy 097418 28644 . IAM hoping that a strict action would be taken from your sid ","2019-06-01 17:25:56","FALSE","0","0","-1","swiggy","banglore",FALSE
"187","swiggy_in this is the third time I am receiving the spilt food. I am really disappointed by your careless style of ","2019-06-01 17:19:14","FALSE","0","0","-2","swiggy","banglore",FALSE
"188","Love the new swiggy_in ad. Two elderly men ordering ""kaasadilla"" and ""lasaag-ney"". Plus the dal khichdi and aloo jeera for back up. CWC19","2019-06-01 17:19:02","FALSE","0","1","1","swiggy","banglore",FALSE
"189","RT RishaliRana: It was like he (swiggydeliveryguy )was scanning my body. Few minutes back I got a message on WhatsApp from an unknown num","2019-06-01 17:13:35","TRUE","1","0","0","swiggy","banglore",FALSE
"190","swiggy_in SwiggyCares Delivery executive picked up the order and vanished. None of the customer care executives w ","2019-06-01 16:55:52","FALSE","0","1","0","swiggy","banglore",FALSE
"191","It was like he (swiggydeliveryguy )was scanning my body. Few minutes back I got a message on WhatsApp from an unkn ","2019-06-01 16:48:46","FALSE","1","1","1","swiggy","banglore",FALSE
"192","Is swiggy safe to use ? Can we trust the delivery guys ?  Can we trust swiggy ? I ordered a cake from swiggy , whe ","2019-06-01 16:48:44","FALSE","0","1","3","swiggy","banglore",FALSE
"193","Is swiggy safe to use ? Can we trust the delivery guys ?  Can we trust swiggy ? swiggy_in","2019-06-01 16:43:56","FALSE","0","0","3","swiggy","banglore",FALSE
"194","1 hour after I am getting a response from swiggy_in the item is not available in the restaurant. At least you coul ","2019-06-01 16:43:04","FALSE","1","0","1","swiggy","banglore",FALSE
"195","yedei swiggy_in Yes. Have seen such instances. Speed limiting is something they can easily do but won't.","2019-06-01 16:41:54","FALSE","0","0","0","swiggy","banglore",FALSE
"196","And I didnt even ask for a refund! All I requested was that the amount get revised to a veg pizza with mushrooms a ","2019-06-01 16:41:50","FALSE","0","0","1","swiggy","banglore",FALSE
"197","swiggy_in Done. Once again very very disappointed. Worst service.","2019-06-01 16:31:27","FALSE","0","0","-2","swiggy","banglore",FALSE
"198","yedei swiggy_in One guy almost rammed in to my legs an hour ago.","2019-06-01 16:29:28","FALSE","0","0","0","swiggy","banglore",FALSE
"199","Yesterday, swiggy_in delivered this from  leongrillBLR at night. They gave me 30 bucks off on my next order, but ","2019-06-01 16:25:23","FALSE","2","0","0","swiggy","banglore",FALSE
"200","AnanthAdisesh ZomatoIN zomatocare Better move on the Swiggy. Flawless delivery.","2019-06-01 16:14:51","FALSE","0","1","2","swiggy","banglore",FALSE
"201","Worst in the food delivery business swiggy_in. Messed up my order by delivering close to 2Hrs after I ordered from ","2019-06-01 16:11:52","FALSE","0","0","-2","swiggy","banglore",FALSE
"202","swiggy_in not only delivers bad food, it also doesn't respond well. UninstallSwiggy 

UberEats_IND and ZomatoIN ","2019-06-01 16:03:08","FALSE","0","0","0","swiggy","banglore",FALSE
"203",". swiggy_in comes up with brilliant ads? Which is the agency?","2019-06-01 15:49:59","FALSE","0","3","1","swiggy","banglore",FALSE
"204","SwiggyCares I need the refund for today's order and yesterday's as well. Send me a confirmation email once you hav ","2019-06-01 15:47:48","FALSE","0","0","2","swiggy","banglore",FALSE
"205","Footpaths in Bengaluru should change their names to ZomatoIN and swiggy_in lane. Even though the roads are empty, ","2019-06-01 15:47:26","FALSE","0","0","0","swiggy","banglore",FALSE
"206","MokkaCheenu yedei swiggy_in ZomatoIN UberEats_IND They drive like they're delivering an organ/blood for a tran ","2019-06-01 15:46:11","FALSE","0","0","1","swiggy","banglore",FALSE
"207","swiggy_in Ordered veg food, got the non veg delivery. Swiggy is apologetic but cannot cancel and refund. This is p ","2019-06-01 15:46:00","FALSE","0","0","1","swiggy","banglore",FALSE
"208","SwiggyCares swiggy_in, I placed my order from Homely restaurant and yet again they messed up my order. I ordered ","2019-06-01 15:40:48","FALSE","0","0","-1","swiggy","banglore",FALSE
"209","sripriya Swiggy is like a mother .. but I never mind, telling them address every time.. its the issue with map ","2019-06-01 15:14:59","FALSE","0","0","-1","swiggy","banglore",FALSE
"210","tejasvgupta1 zomatocare ZomatoIN Zomato swiggy_in You r right. We should go for swiggy only.","2019-06-01 15:14:11","FALSE","0","0","1","swiggy","banglore",FALSE
"211","ekaakshara108 swiggy_in Order from ZomatoIN or UberEats_IND next time","2019-06-01 14:59:29","FALSE","0","0","0","swiggy","banglore",FALSE
"212","I just don't understand Zomato  or its customers support service zomatocare  it's so poor taht I guess I am done ","2019-06-01 14:57:49","FALSE","1","1","0","swiggy","banglore",FALSE
"213","Their Twitter team said they'd like to resolve the issue. They called &amp; repeated the same, rote-learnt replies. Wha ","2019-06-01 14:34:10","FALSE","0","1","0","swiggy","banglore",FALSE
"214","SwiggyCares 
Ridiculous!!! Third time I faced this situation... Swiggy order doesn't get placed when I pay with G- ","2019-06-01 14:28:23","FALSE","0","0","-1","swiggy","banglore",FALSE
"215","swiggy_in how is it possible that. Every time I place order via Swiggy, your delivery agent meets an accident and ","2019-06-01 13:48:29","FALSE","0","0","0","swiggy","banglore",FALSE
"216","Skh27 SwiggyCares UfterYou jagograhakjago consaff Consumer2Court Food order id &gt; Mobile no. &amp; Email Id &gt; Aadh ","2019-06-01 13:23:00","FALSE","0","0","-1","swiggy","banglore",FALSE
"217","SwiggyCares I don't see any assistance... Ur again asking me order details for an ongoing issue of 67 DAYS... swiggy_in","2019-06-01 12:23:48","FALSE","0","0","-1","swiggy","banglore",FALSE
"218","Hey swiggy_in if you ask the users to feed in house number, street number etc, please also show it to your deliver ","2019-06-01 11:53:01","FALSE","0","5","0","swiggy","banglore",FALSE
"219","NirantK swiggy_in FreshMenuIndia Totally","2019-06-01 11:31:16","FALSE","0","0","0","swiggy","banglore",FALSE
"220","CafeCoffeeDay Because, the online orders are only going to increase. Need more efficient recyclable packaging solu ","2019-06-01 11:19:03","FALSE","0","0","1","swiggy","banglore",FALSE
"221","Ponni_T SwiggyCares After 40 minutes wait ... got a call from Restaurant that we dont have the item which you or ","2019-06-01 11:09:43","FALSE","0","0","0","swiggy","banglore",FALSE
"222","This happens everyday. 

So Be grateful that you can order on swiggy_in and watch NetflixIndia and play ","2019-06-01 10:43:40","FALSE","0","2","1","swiggy","banglore",FALSE
"223","And yet, these nasty incidents have been happening since a long time. 

The great minds at Swiggy consider custome ","2019-06-01 10:38:15","FALSE","0","0","0","swiggy","banglore",FALSE
"224","Me ordering food in swiggy and zomato oftenly....

Watchman at gate: ","2019-06-01 10:37:53","FALSE","0","0","0","swiggy","banglore",FALSE
"225","SmokingSkills_ swiggy_in So u r lucky....u should have complained if vice-versa would have happened","2019-06-01 10:14:35","FALSE","0","0","-1","swiggy","banglore",FALSE
"226","blrcitytraffic Swiggy delivery boys breaking all traffic rules all over the city. Request warning to be given to Swiggy.","2019-06-01 10:05:06","FALSE","0","0","-2","swiggy","banglore",FALSE
"227","SwiggyCares whitefieldtrfps please see this callous driving by Swiggy delivery boys","2019-06-01 09:35:38","FALSE","0","0","-1","swiggy","banglore",FALSE
"228","Iddly Italy's tailor-made Coimbatore I'Fries menu.

Iddlyitaly
Idlyfries
ifries
Madewithpassionservedwithlove ","2019-06-01 09:34:47","FALSE","0","0","0","swiggy","banglore",FALSE
"229","Dear folks swiggy_in thanks for teaching me to never order online when hungry  Lesson learnt","2019-06-01 09:31:45","FALSE","0","0","-1","swiggy","banglore",FALSE
"230","SwiggyCares swiggy_in food quantity is too low,  as compared to the image what was shown in swiggy app!  Worst qu ","2019-06-01 09:18:20","FALSE","0","0","-1","swiggy","banglore",FALSE
"231","Gone are the days when I used to admire your brand. I'm a super member too. Feels very bad to see your delivery exe ","2019-06-01 09:03:43","FALSE","0","0","1","swiggy","banglore",FALSE
"232","swiggy_in SwiggyCares hey guys reaching out to check status of a refund . Your chat experience presents only cann ","2019-06-01 08:12:07","FALSE","0","0","1","swiggy","banglore",FALSE
"233","gbenhur t_d_h_nair PiyushGoyal My engineering graduate friends are in Urban clap and swiggy ","2019-06-01 08:01:46","FALSE","0","0","0","swiggy","banglore",FALSE
"234","swiggy_in  kolapasihotel
Food worth RS : 186
Worst ever . ","2019-06-01 07:26:41","FALSE","0","0","0","swiggy","banglore",FALSE
"235","WeAreSwiggy swiggy_in swiggydesign dribbble Always WeAreSwiggy ","2019-06-01 07:10:41","FALSE","0","0","0","swiggy","banglore",FALSE
"236","swiggy_in Zomato ZomatoIN foodpandaIndia have a look at the ppl who wants to have hygiene ratings... ","2019-06-01 06:29:23","FALSE","0","0","0","swiggy","banglore",FALSE
"237","RT vkrmjn: Cockroach in food order on Swiggy. Restaurant Kailash parbat SwiggyCares swiggy_in KParbat ","2019-06-01 06:03:26","TRUE","7","0","0","swiggy","banglore",FALSE
"238","As the trio of food apps UberEats, Swiggy and Zomato dole out discounts for customer acquisitions,  Uber margin ","2019-06-01 05:54:39","FALSE","0","1","0","swiggy","banglore",FALSE
"239","Zomato has an option to tip on the app. With LazyPay, its as easy as a single click. swiggy probably should consi ","2019-06-01 05:46:49","FALSE","0","0","1","swiggy","banglore",FALSE
"240","Treat yourself with our Lychee Ice cream made with pulp and chunks of Lychee.
  June's     ","2019-06-01 05:41:01","FALSE","0","0","0","swiggy","banglore",FALSE
"241","RT Sridhar_tweetz: naadabrahma swiggy_in ahbunaa UfterYou jagograhakjago consaff Consumer2Court Same Happened to Me. Out of 5 Items","2019-06-01 05:32:38","TRUE","1","0","0","swiggy","banglore",FALSE
"242","What else can make you happier than a bowl of perfectly spiced biriyani with delicious bites of chicken? This week ","2019-06-01 05:30:03","FALSE","0","0","3","swiggy","banglore",FALSE
"243","jaseemabid jackerhack zainabbawa geekskoolin hasgeek tdinkar There is no garbage thrown around hasgeek and ","2019-06-01 05:22:13","FALSE","0","0","-2","swiggy","banglore",FALSE
"244","Swiggy 

It is high time that this disgustingly unethical company is made to pay heavily for all the nonsense i ","2019-06-01 05:02:49","FALSE","0","1","-3","swiggy","banglore",FALSE
"245","tamannaahspeaks I know you ","2019-06-01 04:56:03","FALSE","0","2","0","swiggy","banglore",FALSE
"246","deepigoyal order ","2019-06-01 04:43:13","FALSE","0","0","0","swiggy","banglore",FALSE
"247","swiggy_in Restaurant which is less than a km says 63 mind for delivery?? Why so?? ","2019-06-01 04:42:52","FALSE","0","0","0","swiggy","banglore",FALSE
"248","blrcitytraffic and OberoiD The most Traffic Violators I have come across in bengaluru are The Parents who are on ","2019-06-01 04:01:44","FALSE","0","0","-1","swiggy","banglore",FALSE
"249","swiggy_in Hi Swiggy your deliver boys are nightmare in marathalli bridge area, majority of the times riding wrong ","2019-06-01 04:00:24","FALSE","0","0","-2","swiggy","banglore",FALSE
"250","Craving for a hot plate of our world-famous Chicken Ghee Roast but don't want to miss your favourite TV show? We go ","2019-06-01 02:34:29","FALSE","0","0","0","swiggy","banglore",FALSE
"251","Like doctors, CA, lawyers, many of the software professionals, scientists, engineers are becoming independent ""prac ","2019-06-01 01:09:37","FALSE","0","0","1","swiggy","banglore",FALSE
"252","naadabrahma swiggy_in ahbunaa UfterYou jagograhakjago consaff Consumer2Court Same Happened to Me. Out of 5 I ","2019-06-01 01:00:00","FALSE","1","1","0","swiggy","banglore",FALSE
"253","RT naadabrahma: Do NOT order from swiggy_in especially if you're sick.

I placed an order for Idlies since I'm unwell. 

It was from Ad","2019-06-01 00:57:25","TRUE","4","0","-1","swiggy","banglore",FALSE
"254","Hey swiggy_in  ordered veg food got delivered non veg twice. dont you take customers feedback seriously. tried tal ","2019-05-31 21:11:24","FALSE","0","0","0","swiggy","banglore",FALSE
"255","swiggy_in SwiggyCares getting 404 on help on clicking select items .... ","2019-05-31 20:03:25","FALSE","0","0","0","swiggy","banglore",FALSE
"256","Aks_T_7 swiggy_in Hungers saviours swiggy .. your tag line fails  Very upset to see","2019-05-31 19:29:07","FALSE","0","0","-2","swiggy","banglore",FALSE
"257","harshamjty Worst service from Swiggy, ordered food did not get deliverwd. Waited for 2 hrs and your moron customer ","2019-05-31 18:49:45","FALSE","0","0","-2","swiggy","banglore",FALSE
"258","RT vkrmjn: Cockroach in food order on Swiggy. Restaurant Kailash parbat SwiggyCares swiggy_in KParbat ","2019-05-31 17:22:05","TRUE","7","0","0","swiggy","banglore",TRUE
"259","swiggy_in harshamjty nandanreddy ur service sucks. 1st order canceled after 1.40hrs saying technical issue. U ne ","2019-05-31 17:18:05","FALSE","0","0","-2","swiggy","banglore",FALSE
"260","Its saddening to say the least, that multi billion dollar valued companies do not have the basic callback/webhooks ","2019-05-31 17:07:45","FALSE","1","3","0","swiggy","banglore",FALSE
"261","swiggy_in SwiggyCares you aren't able to manage the deliveries. I have at least 20 complaints in past 2 weeks to ","2019-05-31 17:03:48","FALSE","0","0","-1","swiggy","banglore",FALSE
"262","","2019-05-31 16:56:00","FALSE","0","1","0","swiggy","banglore",FALSE
"263","SwiggyCares swiggy_in WeAreSwiggy I understand delays &amp; missing items. But today, the delivery exec simply swtch ","2019-05-31 16:53:32","FALSE","0","0","-1","swiggy","banglore",FALSE
"264","swiggy_in what kind of harassment is this. When I gave the order it showed 34mins, after half an hr when I m track ","2019-05-31 16:49:39","FALSE","0","0","-1","swiggy","banglore",FALSE
"265","VSuryaBhargava DunzoIt Swiggy it dude. ","2019-05-31 16:47:39","FALSE","0","0","0","swiggy","banglore",FALSE
"266","swiggy_in Zomato UberEats_IND please educate your delivery people about traffic rules and safety of pedestrian ","2019-05-31 16:46:13","FALSE","0","0","0","swiggy","banglore",FALSE
"267","SwiggyCares swiggy_in what's is really wrong with SWIGGY??
Order an wrap but all the stuff is scattered , now sho ","2019-05-31 16:43:21","FALSE","0","0","-1","swiggy","banglore",FALSE
"268","RT adityakothari: My day : 

Taking an Uber to office, ordering food from swiggy_in, sent a signed document to dad through DunzoIt, pai","2019-05-31 16:42:55","TRUE","3","0","0","swiggy","banglore",FALSE
"269","SwiggyCares some of your delivery executives are highly professional. They follow their swiggy values very serious ","2019-05-31 16:38:53","FALSE","0","0","0","swiggy","banglore",FALSE
"270","RT sandeepblore: shilpitewari Just come to Bangalore and visit any retail market
Almost 50% of the shops will have salesgirl/boy required","2019-05-31 16:20:50","TRUE","1","0","0","swiggy","banglore",FALSE
"271","cctpolice Took this around 5.15 pm at Thirumangalam junction. Your personnel was catching peope turning left to An ","2019-05-31 16:11:39","FALSE","0","0","0","swiggy","banglore",FALSE
"272","UberEats placed my first order today. Fed up of swiggy_in showing wrong estimate to get orders and while selectin ","2019-05-31 16:11:14","FALSE","0","0","-1","swiggy","banglore",FALSE
"273","swiggy_in  SwiggyCares this is what you guys delivered ???!! I ordered for a paneer meal box from HOMELY restaura ","2019-05-31 16:09:05","FALSE","0","0","0","swiggy","banglore",FALSE
"274","shilpitewari Just come to Bangalore and visit any retail market
Almost 50% of the shops will have salesgirl/boy re ","2019-05-31 16:09:02","FALSE","1","5","0","swiggy","banglore",FALSE
"275","DunzoIt how long does it take for your delivery guys to receive the money. I got 2-3 delivery people saying they d ","2019-05-31 16:00:37","FALSE","0","0","0","swiggy","banglore",FALSE
"276","Was so kicked to find Hari super sandwich on Swiggy. I am overjoyed to see their packing has no plastic. Way to go guys! Bengaluru","2019-05-31 15:53:09","FALSE","0","2","1","swiggy","banglore",FALSE
"277","arundatir swiggy_in Yikes.","2019-05-31 15:38:37","FALSE","0","0","0","swiggy","banglore",FALSE
"278","swiggy_in SwiggyCares Strange. How 2 restaurants have exact same photo. ","2019-05-31 15:32:25","FALSE","0","0","-1","swiggy","banglore",FALSE
"279","You know you are a loyal customer of swiggy_in  when 'swiggyit' gets added to your phone dictionary.  Or you are ","2019-05-31 15:32:19","FALSE","0","3","1","swiggy","banglore",FALSE
"280","tinyysha The food I ordered didn't reach me for an hour. Then swiggy called me and said sorry they'll refund the m ","2019-05-31 15:26:29","FALSE","0","0","0","swiggy","banglore",FALSE
"281","SwiggyCares swiggy_in, why hasn't anyone contacted me yet?","2019-05-31 15:06:38","FALSE","0","0","0","swiggy","banglore",FALSE
"282","SwiggyCares swiggy_in Now tell me what should I do..?? 
Should I report items missing...??
Very bad experience... ","2019-05-31 14:58:44","FALSE","0","0","-1","swiggy","banglore",FALSE
"283","SwiggyCares swiggy_in, I ordered vegetarian food ie. Rajma, bhendi masala and rotis from Homely restaurant, they ","2019-05-31 14:56:52","FALSE","0","0","0","swiggy","banglore",FALSE
"284","SwiggyCares Woah...This order is getting really bad....
I ordered Egg Fried rice... And I get chicken biriyani... ","2019-05-31 14:56:39","FALSE","0","0","-1","swiggy","banglore",FALSE
"285","RT SrinivasanER: I ordered at 18:52 and received at 20:02 hours and your man . Our hunger already became headache by then.. your man peace","2019-05-31 14:56:38","TRUE","1","0","0","swiggy","banglore",FALSE
"286","swiggy_in SwiggyCares Very bad experience.... 
Ordered food at 7.57 PM and at 8.04 it showed as delivered... Took ","2019-05-31 14:49:46","FALSE","0","0","-1","swiggy","banglore",FALSE
"287","SwiggyCares your delivery boy hit my car which was parked and ran away at Lakkasandra 15th cross at around 8:10pm. ","2019-05-31 14:49:12","FALSE","0","0","0","swiggy","banglore",FALSE
"288","I ordered at 18:52 and received at 20:02 hours and your man . Our hunger already became headache by then.. your man ","2019-05-31 14:39:23","FALSE","1","4","-1","swiggy","banglore",FALSE
"289","ZomatoIN zomatocare  I have placed two orders in a row and you have cancelled both the orders in a  Row. If you d ","2019-05-31 13:40:03","FALSE","0","0","-1","swiggy","banglore",FALSE
"290","swiggy_in SwiggyCares 42381291843 and 42381578087, another 1 hour delivery for an order which had a delivery ti ","2019-05-31 13:32:31","FALSE","0","0","0","swiggy","banglore",FALSE
"291","SwiggyCares naadabrahma UfterYou jagograhakjago consaff Consumer2Court Why does swiggy ask people to meet on dm?","2019-05-31 13:26:46","FALSE","0","1","0","swiggy","banglore",FALSE
"292","Is swiggy_in down in Bengaluru? Or is it just me?

SwiggyCares","2019-05-31 13:21:16","FALSE","0","1","0","swiggy","banglore",FALSE
"293","RT naadabrahma: The worst part? This Supervisor wanted to compensate me with Rs. 25 for inedible food worth Rs. 118. How disgusting busi","2019-05-31 13:19:42","TRUE","3","0","-1","swiggy","banglore",FALSE
"294","RT naadabrahma: The worst part? This Supervisor wanted to compensate me with Rs. 25 for inedible food worth Rs. 118. How disgusting busi","2019-05-31 12:45:34","TRUE","3","0","-1","swiggy","banglore",TRUE
"295","RT naadabrahma: The Idlies were undercooked and almost stale, the Sambar was very oily (old, reused oil) and one of the chutneys was full","2019-05-31 12:45:25","TRUE","1","0","-1","swiggy","banglore",FALSE
"296","RT naadabrahma: Do NOT order from swiggy_in especially if you're sick.

I placed an order for Idlies since I'm unwell. 

It was from Ad","2019-05-31 12:45:21","TRUE","4","0","-1","swiggy","banglore",TRUE
"297","SwiggyCares never follow the suggestions , but all time asking for it . Please appoint an educated delivery execut ","2019-05-31 12:41:14","FALSE","0","0","0","swiggy","banglore",FALSE
"298","The worst part? This Supervisor wanted to compensate me with Rs. 25 for inedible food worth Rs. 118. How disgusti ","2019-05-31 12:23:04","FALSE","3","2","0","swiggy","banglore",FALSE
"299","The Idlies were undercooked and almost stale, the Sambar was very oily (old, reused oil) and one of the chutneys w ","2019-05-31 12:23:03","FALSE","1","1","-1","swiggy","banglore",FALSE
"300","Do NOT order from swiggy_in especially if you're sick.

I placed an order for Idlies since I'm unwell. 

It was f ","2019-05-31 12:23:00","FALSE","4","5","-1","swiggy","banglore",FALSE
"301","Hi swiggy_in, just saw one of your delivery agents go on the wrong side of a one way, knock down a pedestrian and ","2019-05-31 12:21:33","FALSE","0","1","-2","swiggy","banglore",FALSE
"302","RT vkrmjn: Cockroach in food order on Swiggy. Restaurant Kailash parbat SwiggyCares swiggy_in KParbat ","2019-05-31 11:38:36","TRUE","7","0","0","swiggy","banglore",TRUE
"303","RT hithikchopra: This was a butter milk which was delivered by Swiggy.. from the restaurant RANG MAHAL in Purasavakam. (Cockroach inside t","2019-05-31 11:38:18","TRUE","5","0","0","swiggy","banglore",FALSE
"304","RT saptarshipr: We, SwiggyDesign are starting a brand new series on  IGTV where we feature one of our designers every few days. Its time","2019-05-31 11:37:32","TRUE","3","0","0","swiggy","banglore",FALSE
"305","NoSylviaPlath That's not true. Swiggy is far ahead but ruling out Zomato is unfair","2019-05-31 11:36:38","FALSE","0","0","0","swiggy","banglore",FALSE
"306","dineshkudache swiggy_in Wow ..wt a business trick .yeah they call it as trade secret .","2019-05-31 11:03:36","FALSE","0","0","0","swiggy","banglore",FALSE
"307","swiggy_in It would be great if you give an option to chose the type of cuisines/restaurants from the profile level ","2019-05-31 10:12:27","FALSE","0","0","1","swiggy","banglore",FALSE
"308","Ordered from Zomato , got delivery but packed with swiggy_in name on it. Great job guys ","2019-05-31 09:52:04","FALSE","0","0","1","swiggy","banglore",FALSE
"309","hey SwiggyCares swiggy_in , can you get a human to monitor chats pls? the bots don't quit get all issues and my money's stuck.","2019-05-31 08:55:07","FALSE","0","2","-2","swiggy","banglore",FALSE
"310","VijayGopal_ Hi Vijay garu Check this swiggy is charging 25% more on restaurant prices in A2B veg restaurant,Bangal ","2019-05-31 08:53:58","FALSE","0","0","0","swiggy","banglore",FALSE
"311","roshanonline WeAreSwiggy Inner_Chef rajeshsawhney To be very honest, this is not a tweet complaining about the ","2019-05-31 08:22:24","FALSE","0","1","0","swiggy","banglore",FALSE
"312","gcmouli WeAreSwiggy Inner_Chef Ive had a similar experience with both swiggy_in and ZomatoIN. Had we ordered ","2019-05-31 08:16:47","FALSE","0","0","0","swiggy","banglore",FALSE
"313","SwiggyCares Nothing yet. Extremely disappointed, no call came. I had to call Swiggy - currently on line with Rupa ","2019-05-31 07:58:01","FALSE","0","0","-2","swiggy","banglore",FALSE
"314","SwiggyCares swiggy_in, I was trying to place an order and even went ahead and paid via Google Pay, the amount has ","2019-05-31 07:51:38","FALSE","0","0","0","swiggy","banglore",FALSE
"315","SwiggyCares swiggy_in almost an hour since I placed the order for readymade smoothies.  No delivery exec yet.  Ho ","2019-05-31 07:41:30","FALSE","0","0","-1","swiggy","banglore",FALSE
"316","amiyapathak deepigoyal vijayshekhar Zomato swiggy_in myGate_in Standard angel investor plug. Good job!","2019-05-31 06:52:29","FALSE","0","2","2","swiggy","banglore",FALSE
"317","It's Friyay!
We're adding on to your easting-joy with a special offer on Swiggy with Fincare Small Finance Bank Ru ","2019-05-31 06:45:50","FALSE","0","2","0","swiggy","banglore",FALSE
"318","swiggy_in SwiggyCares
Are you listening? India is heading there too. plastic SaveOurPlanet
","2019-05-31 06:28:13","FALSE","0","0","0","swiggy","banglore",FALSE
"319","Now Zomato and Swiggy orders cannot be delivered in Punjab without hygiene rating: Minister Foodtech Hygiene ","2019-05-31 06:00:01","FALSE","0","1","0","swiggy","banglore",FALSE
"320","Emergency numbers circa 1990: Fire, Ambulance, Police
Emergency numbers circa 2019: Swiggy, Zomato, Dunzo...
ThursdayThoughts","2019-05-31 05:48:14","FALSE","0","2","-1","swiggy","banglore",FALSE
"321","news7tamil Swiggy zomato mathiri akkitangu
Adder your food on bjp site","2019-05-31 05:45:49","FALSE","0","0","0","swiggy","banglore",FALSE
"322","abhijitbangera swiggy_in SwiggyCares You don't trust me now?! ","2019-05-31 05:05:32","FALSE","0","0","1","swiggy","banglore",FALSE
"323","Bring your idea to us! We develop your Food Delivery apps!Call us for discussion/inquiry-Ph: +91 9600207575Also, Ge ","2019-05-31 04:29:46","FALSE","0","0","0","swiggy","banglore",FALSE
"324","satyajithpinku VijayGopal_ roopak999 swiggy_in shoousity Yes, all useless TnC's they keep to loot. I went back ","2019-05-31 03:44:36","FALSE","0","0","-2","swiggy","banglore",FALSE
"325","swiggy whenever we trust swiggy for breakfast. Never we got it in time, this third time it happen. Shame to swiggy","2019-05-31 03:17:50","FALSE","0","0","-1","swiggy","banglore",FALSE
"326","AnanditaSundar Lol just swiggy something in.. simple ! 
Hotdog ready.","2019-05-31 02:41:48","FALSE","0","0","1","swiggy","banglore",FALSE
