"","ttext","date","isretweet","retweetcount","favoritecount","score","delivery","location","duplicate"
"175","zomatocare Zomato Seems like just got a refund request initiated for this order Zomato. 
But this incident has r ","2019-06-01 15:00:43","FALSE","0","0","2","zomato","banglore",FALSE
"176","zomatocare Zomato Order number attached here ","2019-06-01 14:59:08","FALSE","0","0","0","zomato","banglore",FALSE
"177","I just don't understand Zomato  or its customers support service zomatocare  it's so poor taht I guess I am done ","2019-06-01 14:57:49","FALSE","1","1","0","zomato","banglore",FALSE
"178","zomatocare zomatocare Zomato ZomatoIN  Can you resolve it asap? I am waiting for it","2019-06-01 14:56:11","FALSE","0","0","0","zomato","banglore",FALSE
"179","I placed an order in Zomato  for around approx 300/- and the zomatocare  actually gave me item worth 50/-. The ","2019-06-01 14:56:10","FALSE","0","0","1","zomato","banglore",FALSE
"180","RT _ninetieskid: I reviewed R&amp;R  OMR Food Plaza and rated it 1/5 on ZomatoIN LoveFood ","2019-06-01 14:55:32","TRUE","1","0","0","zomato","banglore",FALSE
"181","Never ever order again with Zomato Its annoying experience with the them.","2019-06-01 13:24:18","FALSE","0","0","-2","zomato","banglore",FALSE
"182","Never order from Zomato It's really pathetic. They don't even know chat made with them by customer. Number they me ","2019-06-01 13:23:10","FALSE","0","0","-2","zomato","banglore",FALSE
"183","broadieAC I don't want  Zomato related folks tagged here pls. It's for your benefit. Watch out when you order","2019-06-01 13:07:31","FALSE","0","0","1","zomato","banglore",FALSE
"184","Want to sign up for YouTube premium just to get rid of annoying Zomato ads.","2019-06-01 12:39:50","FALSE","0","1","-1","zomato","banglore",FALSE
"185","zomatocare theskindoctor13 ZomatoIN Why is zomatocare Zomato ZomatoIN not responding????","2019-06-01 12:30:53","FALSE","0","0","0","zomato","banglore",FALSE
"186","Zomato ZomatoIN zomatocare - You guys have delivered chicken roll instead of Paneer... N this is highly acceptab ","2019-06-01 12:07:37","FALSE","0","0","0","zomato","banglore",FALSE
"187","When asked to escalate the issue gave me an email ID which for sure I know no one will ever respond to. The order n ","2019-06-01 12:03:59","FALSE","0","0","-2","zomato","banglore",FALSE
"188","zomatocare ordered pancake and icecream please see attached pic to understand what I was delivered. It took u guys ","2019-06-01 11:59:27","FALSE","0","0","0","zomato","banglore",FALSE
"189","Zomato ZomatoIN hope your guys know how to handle bad orders. I was asking for a refund and he was saying sorry a ","2019-06-01 10:48:53","FALSE","0","0","-1","zomato","banglore",FALSE
"190","Me ordering food in swiggy and zomato oftenly....

Watchman at gate: ","2019-06-01 10:37:53","FALSE","0","0","0","zomato","banglore",FALSE
"191","zomatocare still no response from the disgusting team.. Here's my order ID 1239795883.... I need my refund at any ","2019-06-01 10:20:06","FALSE","0","0","-1","zomato","banglore",FALSE
"192","zomatocare Zomato BOX8_in This was the order no 1619404376.","2019-06-01 10:18:09","FALSE","0","0","-1","zomato","banglore",FALSE
"193","RT Subhamcapfreak7: Zomato U should take care what restaurants you have in your app. BOX8_in shouldn't be there I ordered a meal 1 hr ag","2019-06-01 10:04:24","TRUE","1","0","0","zomato","banglore",FALSE
"194","Need Help Zomato deepigoyal 

Empty stomach will always creat tears!! ","2019-06-01 10:02:10","FALSE","0","0","0","zomato","banglore",FALSE
"195","Zomato BOX8_in zomatocare ZomatoIN you customer care couldn't do a single thing after a discussion of 45 mins,t ","2019-06-01 10:01:05","FALSE","0","1","0","zomato","banglore",FALSE
"196","Zomato U should take care what restaurants you have in your app. BOX8_in shouldn't be there I ordered a meal 1 hr ","2019-06-01 09:58:36","FALSE","1","1","0","zomato","banglore",FALSE
"197","Refund was promised against my order 1405286839 but yet to refund the same
Zomato ZomatoIN zomatocare","2019-06-01 09:45:16","FALSE","0","0","3","zomato","banglore",FALSE
"198","Hey Zomato what a service you provide. Restaurant is only 6 min away from home and your delivery guy is at 65 min ","2019-06-01 09:32:03","FALSE","0","0","0","zomato","banglore",FALSE
"199","While Zomato easy is a very appreciable work with no delivery charges, Zomato 40 % off is basically the item you ge ","2019-06-01 09:09:25","FALSE","0","5","2","zomato","banglore",FALSE
"200","Mom: ""You're adopted""
Me: Okay
Boss: ""You're fired""
Me: Okay
Girlfriend: ""I'm leaving you""
Me: Okay

Zomato Guy : "" ","2019-06-01 08:10:48","FALSE","0","1","0","zomato","banglore",FALSE
"201","swiggy_in Zomato ZomatoIN foodpandaIndia have a look at the ppl who wants to have hygiene ratings... ","2019-06-01 06:29:23","FALSE","0","0","0","zomato","banglore",FALSE
"202","zomatocare Zomato Order with id 23886607 made at 10.35 with delivery time of 40 min received at 12 PM with wrong ","2019-06-01 06:25:53","FALSE","0","0","-1","zomato","banglore",FALSE
"203","zomatocare Zomato Pathetic/Irresponsible service from zomato. Ordered Wheat wrap from fassos with order id 238866 ","2019-06-01 06:16:48","FALSE","0","0","0","zomato","banglore",FALSE
"204","everyone talks about the 40% discount on zomato and uber eats but no ones talks about the 40% body weight i've gained cos of it","2019-06-01 06:04:35","FALSE","0","0","0","zomato","banglore",FALSE
"205","As the trio of food apps UberEats, Swiggy and Zomato dole out discounts for customer acquisitions,  Uber margin ","2019-06-01 05:54:39","FALSE","0","1","0","zomato","banglore",FALSE
"206","Zomato has an option to tip on the app. With LazyPay, its as easy as a single click. swiggy probably should consi ","2019-06-01 05:46:49","FALSE","0","0","1","zomato","banglore",FALSE
"207","Treat yourself with our Lychee Ice cream made with pulp and chunks of Lychee.
  June's     ","2019-06-01 05:41:01","FALSE","0","0","0","zomato","banglore",FALSE
"208","What else can make you happier than a bowl of perfectly spiced biriyani with delicious bites of chicken? This week ","2019-06-01 05:30:03","FALSE","0","0","3","zomato","banglore",FALSE
"209","zomatocare Zomato ZomatoIN My mail ID is prof.mohantygmail.com.","2019-06-01 05:03:11","FALSE","0","0","0","zomato","banglore",FALSE
"210","blrcitytraffic and OberoiD The most Traffic Violators I have come across in bengaluru are The Parents who are on ","2019-06-01 04:01:44","FALSE","0","0","-1","zomato","banglore",FALSE
"211","zomatocare Zomato ZomatoIN this is really horrible. I have received chicken pieces in my vegetarian salad. Your ","2019-05-31 19:47:19","FALSE","0","0","-1","zomato","banglore",FALSE
"212","Been over 30 mins... No reply wtf zomatocare Zomato ","2019-05-31 19:10:57","FALSE","0","0","-1","zomato","banglore",FALSE
"213","ZomatoIN zomatocare showed waiting time on contact customer care of 6mins, it's been 54 mins no one of your repre ","2019-05-31 18:39:49","FALSE","0","0","-1","zomato","banglore",FALSE
"214","Zomato Waste service .order is not getting delivered in 90 mins.this type of service zomato is ","2019-05-31 18:35:25","FALSE","0","0","-1","zomato","banglore",FALSE
"215","zomatocare dominos_india dominos dominos_india dominos Please explain me how can your delivery guy cancel the ","2019-05-31 18:23:51","FALSE","0","0","0","zomato","banglore",FALSE
"216","Zomato 
Thanks for cancelling my order 2 hours after confirming it and that too without giving any reason you have ","2019-05-31 18:06:09","FALSE","0","0","0","zomato","banglore",FALSE
"217","zomatocare It's frustrating to see the response from you guys dominos_india  zomatocare Zomato  deepigoyal . P ","2019-05-31 18:04:05","FALSE","0","0","-1","zomato","banglore",FALSE
"218","zomatocare Wow what a customer support!
I received a call stating:
We are calling from zomato social media team, ","2019-05-31 17:46:04","FALSE","0","0","1","zomato","banglore",FALSE
"219","I ordered a food in Zomato Without delivering the person closed the order.I'm waiting for chat support for past ha ","2019-05-31 17:42:02","FALSE","0","1","1","zomato","banglore",FALSE
"220","Zomato zomatocare  it's been 50 mins since I ordered from dominos_india . Till now not delivered

Order ID- 1068528224

Please check this","2019-05-31 17:33:46","FALSE","0","0","0","zomato","banglore",FALSE
"221","Zomato ZomatoIN zomatocare Pathetic service from you guys. Trying to reach your customer care via chat for the p ","2019-05-31 17:29:15","FALSE","0","0","-1","zomato","banglore",FALSE
"222","Very pathetic service of ZomatoIN 
The food quality provided by Bitebox restaurant is very bad...Zomato ","2019-05-31 17:22:23","FALSE","0","1","-1","zomato","banglore",FALSE
"223","RT Mannubond007: Placed order 9:39pm from zomato confirmed immediately 
After 40mins reveived a call stating ordered food n/a wow... I","2019-05-31 17:18:38","TRUE","1","0","1","zomato","banglore",FALSE
"224","It's 42 in Hyderabad afternoons, and I can't even imagine how hard it is for Zomato valets! 
Irrespective of the f ","2019-05-31 17:09:46","FALSE","0","1","-1","zomato","banglore",FALSE
"225","Placed order 9:39pm from zomato confirmed immediately 
After 40mins reveived a call stating ordered food n/a wo ","2019-05-31 17:06:57","FALSE","1","0","0","zomato","banglore",FALSE
"226","zomatocare Zomato Continuous decline of order all because of technical issue at your end. Now no order is being accepted due to late time.","2019-05-31 17:00:41","FALSE","0","0","-3","zomato","banglore",FALSE
"227","Love the ease of getsimpl. pls integrate with Zomato  hotstartweets, amazonIN and NetflixIndia  KeepItSimpl","2019-05-31 16:49:56","FALSE","0","1","2","zomato","banglore",FALSE
"228","swiggy_in Zomato UberEats_IND please educate your delivery people about traffic rules and safety of pedestrian ","2019-05-31 16:46:13","FALSE","0","0","0","zomato","banglore",FALSE
"229","Zomato zomatocare 
System assigns a person miles away for delivery, order time exceeds 1.5 hours. Disappointing t ","2019-05-31 16:44:31","FALSE","0","0","0","zomato","banglore",FALSE
"230","In a relationship with Zomato !  feeling in love","2019-05-31 16:43:10","FALSE","0","0","1","zomato","banglore",FALSE
"231","RT sandeepblore: shilpitewari Just come to Bangalore and visit any retail market
Almost 50% of the shops will have salesgirl/boy required","2019-05-31 16:20:50","TRUE","1","0","0","zomato","banglore",FALSE
"232","PranaykaNTRii cheeku1896 UberEats_IND Zomato best
Service offers rendu super","2019-05-31 16:10:03","FALSE","0","0","1","zomato","banglore",FALSE
"233","shilpitewari Just come to Bangalore and visit any retail market
Almost 50% of the shops will have salesgirl/boy re ","2019-05-31 16:09:02","FALSE","1","5","0","zomato","banglore",FALSE
"234","Dear zomato zomatocare 

Stop robbing customers like this. I ordered something and got something else delivered. ","2019-05-31 15:51:57","FALSE","1","3","1","zomato","banglore",FALSE
"235","I complaint i. Twitter too. And the support in Zomato sucks. See the conversation and then when they failed to give ","2019-05-31 15:48:33","FALSE","0","0","-2","zomato","banglore",FALSE
"236","zomatocare ZomatoIN Zomato Your support is saying he can't reverse the order and given me 33 rupee. If u can't s ","2019-05-31 15:27:46","FALSE","0","0","1","zomato","banglore",FALSE
"237","It's really not appreciable that I got noodles that too different from description and its a unpleasant smell of bu ","2019-05-31 15:24:50","FALSE","0","0","-1","zomato","banglore",FALSE
"238","ZomatoIN zomatocare Zomato  Please provide raincoats to your delivery guys. Let me know if i can help here someh ","2019-05-31 14:57:30","FALSE","0","0","0","zomato","banglore",FALSE
"239","ZomatoIN  still not getting the order waiting for more than a hour...this is now every time happening ..very sad s ","2019-05-31 14:23:02","FALSE","0","0","-1","zomato","banglore",FALSE
"240","CynNikee 100reen deepigoyal vijayshekhar Zomato Atleast YouTube ads!!!","2019-05-31 13:08:02","FALSE","0","0","0","zomato","banglore",FALSE
"241","zomatocare Zomato ZomatoIN The amount got credited in my bank account 
Thank for your quick response ","2019-05-31 12:44:24","FALSE","0","0","1","zomato","banglore",FALSE
"242","I got a call from Zomato person ,he agreed to return the amount to card but he returned with points , I am not happy with Zomato response","2019-05-31 12:27:03","FALSE","0","0","1","zomato","banglore",FALSE
"243","vivekprasadk ZomatoIN zomatocare Zomato Cakewala_blr zomatoin pathetic .. zomato zomatocare","2019-05-31 11:37:09","FALSE","0","1","-1","zomato","banglore",FALSE
"244","NoSylviaPlath That's not true. Swiggy is far ahead but ruling out Zomato is unfair","2019-05-31 11:36:38","FALSE","0","0","0","zomato","banglore",FALSE
"245","ZomatoIN zomatocare Zomato  so I ordered a 500 gmcake from Cakewala_blr HSR fpr a birthday celebration and I go ","2019-05-31 11:25:00","FALSE","0","0","1","zomato","banglore",FALSE
"246","I predicted 14+ wickets in this match in Zomato 

I knew Pakistan would be all out, but thought they will score go ","2019-05-31 11:16:15","FALSE","0","0","0","zomato","banglore",FALSE
"247","This is your level of dedicated support? Mails not acknowledged from may 13th. Kudos Zomato team zomatocare ","2019-05-31 10:37:00","FALSE","0","0","3","zomato","banglore",FALSE
"248","Tried getsimpl today.Awesome exp.Hope to use it soon on Uber_India, amazonIN ,Zomato_india and dominos_india  KeepItSimpl","2019-05-31 10:24:38","FALSE","0","1","0","zomato","banglore",FALSE
"249","Ordered from Zomato , got delivery but packed with swiggy_in name on it. Great job guys ","2019-05-31 09:52:04","FALSE","0","0","1","zomato","banglore",FALSE
"250","zomatocare Zomato ZomatoIN As mentioned in previous tweet 
Order id 1045424489","2019-05-31 09:18:21","FALSE","0","0","0","zomato","banglore",FALSE
"251","Hey zomatocare Zomato ZomatoIN 
order id 1045424489
It's been more than 7 days still not got my money...any update ?","2019-05-31 08:54:30","FALSE","0","1","0","zomato","banglore",FALSE
"252","Opening ZomatoIN support team is telling lie to the customers.
The restaurant picked the call and informed me that ","2019-05-31 08:38:00","FALSE","0","1","0","zomato","banglore",FALSE
"253","Zomato ZomatoIN zomatocare  This is the last time I ordered food from Zomato. I placed an order: 1565220875 and ","2019-05-31 08:31:55","FALSE","0","0","0","zomato","banglore",FALSE
"254","YogiTweetz What is ur zomato id or username?","2019-05-31 07:59:35","FALSE","0","0","0","zomato","banglore",FALSE
"255","This guy roaming around the restuarant from last 1hr....not picking the call neither customer care of fucking Zomat ","2019-05-31 07:40:30","FALSE","0","0","-1","zomato","banglore",FALSE
"256","amiyapathak deepigoyal vijayshekhar Zomato swiggy_in myGate_in Standard angel investor plug. Good job!","2019-05-31 06:52:29","FALSE","0","2","2","zomato","banglore",FALSE
"257","ZomatoIN zomatocare this menu I have taken from zomato app. So totally you are cheating me from 2 years on every ","2019-05-31 06:05:00","FALSE","1","0","-1","zomato","banglore",FALSE
"258","Now Zomato and Swiggy orders cannot be delivered in Punjab without hygiene rating: Minister Foodtech Hygiene ","2019-05-31 06:00:01","FALSE","0","1","0","zomato","banglore",FALSE
"259","ZomatoIN zomatocare So you guys are cheating me on every order ?? Restaurant shows discount of 48. But zomato sho ","2019-05-31 05:59:07","FALSE","1","0","-1","zomato","banglore",FALSE
"260","vijayshekhar Zomato Just a thought..Everg delivery executive might not be good with his navigation. So he will ha ","2019-05-31 05:55:37","FALSE","0","0","1","zomato","banglore",FALSE
"261","Emergency numbers circa 1990: Fire, Ambulance, Police
Emergency numbers circa 2019: Swiggy, Zomato, Dunzo...
ThursdayThoughts","2019-05-31 05:48:14","FALSE","0","2","-1","zomato","banglore",FALSE
"262","news7tamil Swiggy zomato mathiri akkitangu
Adder your food on bjp site","2019-05-31 05:45:49","FALSE","0","0","0","zomato","banglore",FALSE
"263","puttu with banana from Zomato, buttermilk, mango banana raisins fruitbowl for healthybreakfast","2019-05-31 04:37:30","FALSE","0","0","0","zomato","banglore",FALSE
"264","Bring your idea to us! We develop your Food Delivery apps!Call us for discussion/inquiry-Ph: +91 9600207575Also, Ge ","2019-05-31 04:29:46","FALSE","0","0","0","zomato","banglore",FALSE
"265","anandkbajaj Zomato swiggy_in UberEats SrBachchan FDAfood Must be posh flies","2019-05-31 02:30:50","FALSE","0","0","1","zomato","banglore",FALSE
"266","RT hiren74: vijayshekhar Zomato Every call between order and delivery is a defect. Technology is solved and training needs to solve for","2019-05-31 00:03:01","TRUE","1","0","-1","zomato","banglore",FALSE
"267","zomatocare ZomatoIN MouthShut deepigoyal cricketworldcup ICC Stop playing prediction games and giving me usel ","2019-05-30 22:23:04","FALSE","0","0","0","zomato","banglore",FALSE
"268","zomatocare ZomatoIN MouthShut deepigoyal cricketworldcup ICC Your customers and trust restaurants people more ","2019-05-30 22:21:47","FALSE","0","0","1","zomato","banglore",FALSE
"269","zomatocare ZomatoIN MouthShut deepigoyal cricketworldcup ICC Also you people sent email and agreed that there ","2019-05-30 22:20:08","FALSE","0","0","0","zomato","banglore",FALSE
"270","RT Sanskar61116554: Zomato ZomatoIN guys I have some interesting chat with zomato guy...
Order not delivered but its showing as delivere","2019-05-30 21:46:12","TRUE","1","0","1","zomato","banglore",FALSE
"271","Zomato ZomatoIN guys I have some interesting chat with zomato guy...
Order not delivered but its showing as deliv ","2019-05-30 21:45:54","FALSE","1","0","1","zomato","banglore",FALSE
"272","vijayshekhar Zomato Huh?! But doesn't exactly that happen by default? The delivery rep comes and delivers the ord ","2019-05-30 21:03:57","FALSE","0","0","0","zomato","banglore",FALSE
"273","ZomatoIN zomato Zomato support informed me that my order was out of stock almost an hour after I placed it. Is it ","2019-05-30 19:13:47","FALSE","0","0","1","zomato","banglore",FALSE
"274","zomatocare Zomato its been 1 hour, my order has not been delivered, restaurant is not picking up my call and chat ","2019-05-30 18:00:21","FALSE","0","0","0","zomato","banglore",FALSE
"275","Zomato ZomatoIN zomatocare when will be this delivered to me and chat also support not responding please help ","2019-05-30 17:23:05","FALSE","0","0","1","zomato","banglore",FALSE
"276","zomatocare Zomato Chk DM","2019-05-30 17:14:56","FALSE","0","0","0","zomato","banglore",FALSE
"277","Order food from Zomato ... pathetic taste...food was not even properly cooked! ","2019-05-30 17:11:04","FALSE","0","0","0","zomato","banglore",FALSE
"278","zomatocare 
Had a really unprofessional experience with zomato today. 
Waited for 1 hr+ only to get a cold response from the team.","2019-05-30 17:07:20","FALSE","0","0","-1","zomato","banglore",FALSE
"279","Zomato zomatocare I am not using your platform and have uninstalled the app long back. Please stop sending these ","2019-05-30 16:39:36","FALSE","0","0","0","zomato","banglore",FALSE
"280","ZomatoIN pathetic customer care service from zomato.... Have been trying to reach zomato since 30 mins without any ","2019-05-30 16:28:05","FALSE","0","0","-1","zomato","banglore",FALSE
"281","RT MyPondicherry: Enjoy delicious and mouth watering waffles at your home from Cream and Fudge. You can place your order on Swiggy, Zomato","2019-05-30 16:14:48","TRUE","1","0","1","zomato","banglore",FALSE
"282","Enjoy delicious and mouth watering waffles at your home from Cream and Fudge. You can place your order on Swiggy, Z ","2019-05-30 16:12:12","FALSE","1","3","1","zomato","banglore",FALSE
"283","deepigoyal vijayshekhar Zomato or have an option to ring the bell. Bells are meant for that anyways.","2019-05-30 15:38:38","FALSE","0","0","0","zomato","banglore",FALSE
"284","Can Zomato come up with a monthly pass using which a user can avoid delivery fee for a month's time? deepigoyal. ","2019-05-30 15:28:04","FALSE","0","0","0","zomato","banglore",FALSE
"285","zomatocare Zomato Shared the details but i know i won't get any damn call. It was my mistake that i trusted you g ","2019-05-30 14:58:55","FALSE","0","0","-1","zomato","banglore",FALSE
"286","Zomato you cheats.. You penalised me with 816 bucks without notifying me? This is how you will earn the money you ","2019-05-30 14:44:02","FALSE","0","0","-1","zomato","banglore",FALSE
"287","fssaiindia Serious concern over Vasudev Adiga's restaurant based out in Ulsoor Road.
Have a look at this review of ","2019-05-30 14:33:49","FALSE","0","0","-1","zomato","banglore",FALSE
"288","vijayshekhar Zomato Every call between order and delivery is a defect. Technology is solved and training needs to solve for habit.","2019-05-30 14:19:01","FALSE","1","0","-1","zomato","banglore",FALSE
"289","Zomato loot see details here ","2019-05-30 14:17:35","FALSE","0","0","-1","zomato","banglore",FALSE
"290","vijayshekhar Zomato Amen to that","2019-05-30 13:06:49","FALSE","0","1","0","zomato","banglore",FALSE
"291","zomatocare Zomato 
All the price for all the dishes is different than the actual amount that the restaurant has k ","2019-05-30 13:01:51","FALSE","0","0","0","zomato","banglore",FALSE
"292","zomatocare Zomato 
Order no - 1554388091
zomato prices varies then the actual price.There is a huge price differe ","2019-05-30 12:58:35","FALSE","0","0","-1","zomato","banglore",FALSE
"293","vijayshekhar Zomato Little app is doing lot of frauds these days vijayshekhar please let me know who I can reach out?","2019-05-30 12:31:39","FALSE","0","0","-1","zomato","banglore",FALSE
"294","zomatocare first of all your customer support is so busy that they can't even attend a cal... I tried calling more ","2019-05-30 12:29:28","FALSE","0","0","1","zomato","banglore",FALSE
"295","zomatocare I always prefer zomato more than swiggy... I think for this reason you guys are charging me for that...","2019-05-30 12:27:59","FALSE","0","0","1","zomato","banglore",FALSE
"296","Good food is always an instant mood booster. Even when you have had a bad day, a spoonful of our spicy and drool-wo ","2019-05-30 11:55:25","FALSE","0","0","0","zomato","banglore",FALSE
"297","vijayshekhar Zomato Try adding this to your address line, Valet obeys it because he wants 5 stars ","2019-05-30 11:52:07","FALSE","0","2","0","zomato","banglore",FALSE
"298","deepigoyal vijayshekhar Zomato Ha ha! I wish feature addition was so easy! There should be a thought process behind it.","2019-05-30 11:39:11","FALSE","0","0","1","zomato","banglore",FALSE
"299","vijayshekhar Zomato Its sad they call you in our city they never call just come straight to door step with out a call","2019-05-30 11:29:28","FALSE","0","0","-2","zomato","banglore",FALSE
"300","deepigoyal vijayshekhar Zomato So damn required. Especially when one is stuck in a meeting.","2019-05-30 11:25:08","FALSE","0","0","-2","zomato","banglore",FALSE
"301","Zomato had received a wrong order as u can see it was someone else order from swiggy and sent to me yet the restau ","2019-05-30 11:11:05","FALSE","0","0","-1","zomato","banglore",FALSE
"302","deepigoyal Great job. My future orders will be on Zomato app only","2019-05-30 10:57:30","FALSE","0","0","1","zomato","banglore",FALSE
"303"," When corporates do something good, it's a rare sight. ","2019-05-30 10:51:23","FALSE","0","0","1","zomato","banglore",FALSE
"304","tyrantasorus Totally relatable. Mine have discovered the Swiggy/zomato ecosystem. They are just fascinated by it!","2019-05-30 10:50:48","FALSE","0","0","0","zomato","banglore",FALSE
"305","akshay14793 Swiggy/zomato/IRCTC/adding money for paytm","2019-05-30 10:00:48","FALSE","0","0","0","zomato","banglore",FALSE
"306","deepigoyal ZomatoIN Did you pay for it? With the money that you thug from the customer? Just asking... Maybe yes ","2019-05-30 09:45:58","FALSE","0","0","-1","zomato","banglore",FALSE
"307","Zomato ZomatoIN typewrider 6 years of no support and hell for your customers. I wouldn't be proud of it but ","2019-05-30 09:40:06","FALSE","0","0","0","zomato","banglore",FALSE
"308","How much does it cost to develop an app like zomato?

To  know more - ","2019-05-30 09:36:46","FALSE","0","0","1","zomato","banglore",FALSE
"309","vijayshekhar Zomato vijayshekhar the only option for this is MyGate. No tips necessary. mygatekaro","2019-05-30 09:28:32","FALSE","0","17","-1","zomato","banglore",FALSE
"310","ZomatoIN I had ordered for the food in 25th of May, 2019, but the restaurant did not delivered the food. Though I ","2019-05-30 08:52:52","FALSE","0","0","0","zomato","banglore",FALSE
"311","deepigoyal vijayshekhar Zomato With an option for us to upload an image of our home or something so that your de ","2019-05-30 07:31:41","FALSE","0","4","0","zomato","banglore",FALSE
"312","vijayshekhar Zomato Dear Paytm there should be an option that dont push unwanted promotional msgs/emails when i ","2019-05-30 07:29:50","FALSE","0","0","-1","zomato","banglore",FALSE
"313","vijayshekhar Zomato It should be there for UberEats_IND  &amp; swiggy_in as well","2019-05-30 07:21:45","FALSE","0","5","1","zomato","banglore",FALSE
"314","RT ROALY: Many hoteliers have seen the long term threat Swiggy and other online food aggregators pose for their business. KHRA - Kerala Ho","2019-05-30 06:56:57","TRUE","3","0","-1","zomato","banglore",FALSE
"315","Those 'delivery guys', ferrying food and what not, have aspirations, like any of us. They want to own a car, they w ","2019-05-30 06:39:42","FALSE","0","0","2","zomato","banglore",FALSE
"316","Cricket season is not over yet enjoy this ICC world cup 2019 with the different tastes from  Samosa Singh  .... ","2019-05-30 06:14:52","FALSE","0","0","1","zomato","banglore",FALSE
"317","The 'delivery guys' have aspirations too,  like any of us. They want to own cars,  they want to travel,  they want ","2019-05-30 05:20:21","FALSE","0","1","2","zomato","banglore",FALSE
"318","Chicken and Sheeps are vegetarian so technically Vegetarians can eat them.

Vegetarian ""Chicken"" and ""Mutton"" Puff ","2019-05-30 05:08:50","FALSE","0","0","0","zomato","banglore",FALSE
"319","zomatocare Zomato deepigoyal ZomatoIN ZomatoGold Still not heard anything from you.
Whrn can i get a resolution???","2019-05-30 04:54:45","FALSE","0","0","0","zomato","banglore",FALSE
"320","Zomato typewrider well done and happy 6! :)","2019-05-30 04:45:44","FALSE","0","4","2","zomato","banglore",FALSE
"321","When your'e already a member and they still sell you membership! UXblunders ux zomato ","2019-05-30 04:41:15","FALSE","0","0","0","zomato","banglore",FALSE
"322","Smoor chocolates bangalore is my fav foodplace n this time I foodstyled n shot their strawberry sesame macarons. a ","2019-05-30 04:12:49","FALSE","0","1","1","zomato","banglore",FALSE
"323","ZomatoIN zomatocare MouthShut deepigoyal cricketworldcup ICC Third class service zomato simply third class","2019-05-30 00:24:03","FALSE","0","0","0","zomato","banglore",FALSE
"324","deepigoyal This way zomato is treating with there customer and making a fool to innocent customers.

Again zomato ","2019-05-29 20:21:49","FALSE","0","0","-1","zomato","banglore",FALSE
"325","Get 50% OFF upto 200 on your first meal on Zomato. Apply promo code ASHI3479Z during checkout on a minimum order o ","2019-05-29 19:48:31","FALSE","0","1","0","zomato","banglore",FALSE
"326","Thank you zomatocare Zomato swiggy_in EconomicTimes timesofindia
BangaloreMirror LBBIndia the_hindu
Appreci ","2019-05-29 18:28:10","FALSE","0","10","1","zomato","banglore",FALSE
"327","Zomato I have ordrd food&amp;its cncld by zomato and no refund is provided and custmr care guy was so harsh &amp; he hs de ","2019-05-29 18:11:52","FALSE","0","0","-1","zomato","banglore",FALSE
"328","UberEats Uber_Support Uber_India UberEats_IND Now it is showing the restaurant has been closed 
What the hell
I ","2019-05-29 18:10:20","FALSE","0","0","0","zomato","banglore",FALSE
"329","fittravelerin ZomatoIN zomatocare Zomato ZomatoGold Possible since you have ordered a salad.  They didn't say packed,  did they?","2019-05-29 17:31:17","FALSE","0","0","0","zomato","banglore",FALSE
"330","Uber_Support Btw should I change I change my phone too? Better I would change my preferred food app to Zomato or S ","2019-05-29 17:13:52","FALSE","0","0","1","zomato","banglore",FALSE
"331","mguhanm146 Ellarkum adhu teriyum.. Zomato Swiggy Ubereats appidi dhan .. appidi dhan they can make money and pay t ","2019-05-29 17:12:22","FALSE","0","0","0","zomato","banglore",FALSE
"332","I reviewed Mainland China and rated it 5/5 on ZomatoIN LoveFood ","2019-05-29 16:25:56","FALSE","0","0","0","zomato","banglore",FALSE
"333","Zomato ZomatoIN zomatocare Applied ZOMATO offer n gt delivery charge added as well. Guys, chck d charge breakup ","2019-05-29 16:13:49","FALSE","0","0","0","zomato","banglore",FALSE
"334","zomatocare That was the last I got update from on cancellation... 
I did not agree to cancel.
He said he'l get me ","2019-05-29 16:02:01","FALSE","0","0","0","zomato","banglore",FALSE
"335","Iam_Aaffu Refund recvd 4m Zomato huh?","2019-05-29 15:59:41","FALSE","0","0","1","zomato","banglore",FALSE
"336","Zomato your Customer service guys agrees he'l place another order and then he cancels it...
Who told you to cancel ","2019-05-29 15:54:11","FALSE","0","0","0","zomato","banglore",FALSE
"337","I totally understand that Accidents happen.
Zomato isn't it your professional duty to assign another delivery exec ","2019-05-29 15:51:33","FALSE","1","1","0","zomato","banglore",FALSE
"338","This Kolkata Zomato Delivery Guy Feeds Hungry Street Kids With Cancelled Orders ","2019-05-29 15:34:02","FALSE","0","0","-1","zomato","banglore",FALSE
"339","ZomatoIN Zomato, i placed an order, but payment failed. I tried again, order was placed. But a minute later, the ","2019-05-29 15:18:02","FALSE","0","0","-1","zomato","banglore",FALSE
"340","Zomato your customer care neither any of your numbers nor the email id's are working. How do I reach? there is no ","2019-05-29 15:15:04","FALSE","0","0","-1","zomato","banglore",FALSE
"341","RT PranSaab: My favourite timepass...

Looking at different different yummy Food items in Swiggy and Zomato....and then not ordering anyth","2019-05-29 13:38:20","TRUE","3","0","0","zomato","banglore",FALSE
"342","RT its_Karthik_d: Impressive. Great initiative ZomatoIN. Whole heartedly wishing the platform for helping the needful.  Order food onlin","2019-05-29 13:19:13","TRUE","3","0","3","zomato","banglore",FALSE
"343","RT ved_a: True for India also - ","2019-05-29 13:18:26","TRUE","1","0","0","zomato","banglore",FALSE
